2022-09-16 09:07:16.488672 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Debug\SessionLogs\MSBuild.19280 2022-09-16 09-07-11.txt'. [8.19 ms]
2022-09-16 11:11:35.905778 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/LogMessages.cs [8.50 ms]
2022-09-16 11:11:35.918120 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/OfferBreakExample.cs [11.9 ms]
2022-09-16 11:11:35.923647 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/SetVerdict.cs [5.67 ms]
2022-09-16 11:11:35.932019 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/EnabledCheckBoxes.cs [8.17 ms]
2022-09-16 11:11:35.936637 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/ListOfObjects.cs [4.56 ms]
2022-09-16 11:11:35.945728 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/ReadOnlyListExample.cs [8.96 ms]
2022-09-16 11:11:35.951230 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/RuleValidation.cs [5.72 ms]
2022-09-16 11:11:35.963886 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/PluginDevelopment.Gui.csproj [12.3 ms]
2022-09-16 11:11:35.969844 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/AssemblyInfo.cs [6.72 ms]
2022-09-16 11:11:35.977311 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/launchSettings.json [6.72 ms]
2022-09-16 11:11:35.989015 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/CustomControlProvider.cs [11.5 ms]
2022-09-16 11:11:35.998785 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/DockablePanel.cs [9.84 ms]
2022-09-16 11:11:36.013152 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/ResultXYChartExample.cs [14.1 ms]
2022-09-16 11:11:36.020919 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/ToolsMenu.cs [7.73 ms]
2022-09-16 11:11:36.029222 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/SomeInstrument.png [8.30 ms]
2022-09-16 11:11:36.035501 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/BuildTestPlan.Api.csproj [6.28 ms]
2022-09-16 11:11:36.040510 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Program.cs [4.81 ms]
2022-09-16 11:11:36.050329 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Properties/AssemblyInfo.cs [9.82 ms]
2022-09-16 11:11:36.056560 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Program.cs [6.12 ms]
2022-09-16 11:11:36.065256 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/RunTestPlan.Api.csproj [8.74 ms]
2022-09-16 11:11:36.070197 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Properties/AssemblyInfo.cs [4.80 ms]
2022-09-16 11:11:36.118291 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Build.Utilities.Core.15.1.0.0/Microsoft.Build.Utilities.Core.dll [48.0 ms]
2022-09-16 11:11:36.140754 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Build.Framework.15.1.0.0/Microsoft.Build.Framework.dll [22.2 ms]
2022-09-16 11:11:36.296937 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Build.15.1.0.0/Microsoft.Build.dll [156 ms]
2022-09-16 11:11:36.373402 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Text.Encoding.CodePages.4.0.2.0/System.Text.Encoding.CodePages.dll [76.4 ms]
2022-09-16 11:11:36.406662 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.IO.Compression.4.2.0.0/System.IO.Compression.dll [33.2 ms]
2022-09-16 11:11:36.424190 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Resources.ResourceManager.4.0.1.0/System.Resources.ResourceManager.dll [17.3 ms]
2022-09-16 11:11:36.439053 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Text.Encoding.4.0.11.0/System.Text.Encoding.dll [14.5 ms]
2022-09-16 11:11:36.457117 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Threading.4.0.11.0/System.Threading.dll [18.1 ms]
2022-09-16 11:11:36.480745 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.InteropServices.4.1.2.0/System.Runtime.InteropServices.dll [23.6 ms]
2022-09-16 11:11:36.497353 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reflection.4.1.2.0/System.Reflection.dll [16.7 ms]
2022-09-16 11:11:36.515305 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.Handles.4.0.1.0/System.Runtime.Handles.dll [17.8 ms]
2022-09-16 11:11:36.537887 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Globalization.4.0.11.0/System.Globalization.dll [22.2 ms]
2022-09-16 11:11:36.551115 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/package.xml [13.3 ms]
2022-09-16 11:11:36.553284 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:36.553284 ; Installer      ; Information ; Installed SDK version 9.17.4+ea67c63a [1.58 s]
2022-09-16 11:11:36.553284 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\SQLite and PostgreSQL.9.4.2+3009aace.TapPackage
2022-09-16 11:11:36.599070 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll [40.8 ms]
2022-09-16 11:11:36.637393 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SQLite.dll [38.1 ms]
2022-09-16 11:11:36.674075 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll [37.4 ms]
2022-09-16 11:11:36.802135 ; package        ; Debug       ; Decompressed bin/Release/x86/SQLite.Interop.dll [127 ms]
2022-09-16 11:11:36.931573 ; package        ; Debug       ; Decompressed bin/Release/x64/SQLite.Interop.dll [128 ms]
2022-09-16 11:11:36.988389 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Data.SQLite.1.0.109.0/System.Data.SQLite.dll [56.9 ms]
2022-09-16 11:11:37.079155 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Npgsql.4.0.4.0/Npgsql.dll [90.5 ms]
2022-09-16 11:11:37.109259 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Threading.Tasks.Extensions.4.2.0.0/System.Threading.Tasks.Extensions.dll [29.9 ms]
2022-09-16 11:11:37.140567 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.CompilerServices.Unsafe.4.0.4.0/System.Runtime.CompilerServices.Unsafe.dll [31.4 ms]
2022-09-16 11:11:37.226552 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.4.1.2.0/System.Runtime.dll [85.8 ms]
2022-09-16 11:11:37.244053 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/package.xml [17.2 ms]
2022-09-16 11:11:37.244552 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:37.244552 ; Installer      ; Information ; Installed SQLite and PostgreSQL version 9.4.2+3009aace [691 ms]
2022-09-16 11:11:37.244552 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Visual Studio SDK CE.1.2.6+ef0ad804.TapPackage
2022-09-16 11:11:37.280721 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/OpenTap.VSSdk.Debugger.dll [29.2 ms]
2022-09-16 11:11:37.342588 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/Install/OpenTap.VSSdk.vsix [61.6 ms]
2022-09-16 11:11:37.367364 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/Install/OpenTap.VSSdk.Installer.dll [25.0 ms]
2022-09-16 11:11:37.413405 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/EnvDTE.8.0.0.0/EnvDTE.dll [45.8 ms]
2022-09-16 11:11:37.440875 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.ValueTuple.4.0.2.0/System.ValueTuple.dll [27.2 ms]
2022-09-16 11:11:37.462380 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/stdole.7.0.3300.0/stdole.dll [21.3 ms]
2022-09-16 11:11:37.470782 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/package.xml [8.10 ms]
2022-09-16 11:11:37.470782 ; Plugin         ; Information ; Starting install step 'tap.exe sdk vs-integration --install'
2022-09-16 11:11:38.767068 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\SessionLogs\tap 2022-09-16 11-11-37.txt'. [11.5 ms]
2022-09-16 11:11:38.767068 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" sdk vs-integration --install --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release'.
2022-09-16 11:11:38.767068 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:11:38.767068 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:11:38.767068 ; AssemblyFinder ; Debug       ; Found 18/67 assembly files. [26.6 ms]
2022-09-16 11:11:38.767068 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:11:38.767068 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:11:38.767068 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:11:38.767068 ; Searcher       ; Debug       ; Ordered 16 assemblies according to references. [303 ms]
2022-09-16 11:11:38.926087 ; AssemblyData   ; Debug       ; Loaded OpenTap. [355 us]
2022-09-16 11:11:38.927106 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [9.14 ms]
2022-09-16 11:11:38.927106 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\SessionLogs\SessionLog 2022-09-16 11-11-37.txt'. [18.4 ms]
2022-09-16 11:11:39.032992 ; AssemblyData   ; Debug       ; Loaded OpenTap.VSSdk.Installer. [6.55 ms]
2022-09-16 11:11:39.033492 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [5.88 ms]
2022-09-16 11:11:39.051037 ; AssemblyData   ; Debug       ; Loaded mscorlib. [1.00 us]
2022-09-16 11:11:39.051037 ; CLI            ; Debug       ; Executing CLI action: sdk \ vs-integration
2022-09-16 11:11:39.051037 ; CLI            ; Debug       ; CLI action returned exit code: 0 [906 us]
2022-09-16 11:11:39.071273 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe sdk vs-integration --install'.  [1.60 s]
2022-09-16 11:11:39.071331 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:39.071331 ; Installer      ; Information ; Installed Visual Studio SDK CE version 1.2.6+ef0ad804 [1.82 s]
2022-09-16 11:11:39.071331 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\WPF Controls.9.17.4+5e508f08.TapPackage
2022-09-16 11:11:39.256121 ; package        ; Debug       ; Decompressed bin/Release/Packages/WPF Controls/Keysight.OpenTap.Wpf.dll [169 ms]
2022-09-16 11:11:39.485915 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Ccl.Wsl.4.0.1.9/Keysight.Ccl.Wsl.dll [229 ms]
2022-09-16 11:11:39.527923 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/EnvDTE.8.0.0.0/EnvDTE.dll [42.0 ms]
2022-09-16 11:11:39.617221 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/MahApps.Metro.1.3.0.0/MahApps.Metro.dll [89.1 ms]
2022-09-16 11:11:39.638503 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Windows.Interactivity.4.5.0.0/System.Windows.Interactivity.dll [21.3 ms]
2022-09-16 11:11:39.665870 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Expression.Interactions.4.5.0.0/Microsoft.Expression.Interactions.dll [27.1 ms]
2022-09-16 11:11:39.681081 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/stdole.7.0.3300.0/stdole.dll [15.9 ms]
2022-09-16 11:11:39.692644 ; package        ; Debug       ; Decompressed bin/Release/Packages/WPF Controls/package.xml [11.0 ms]
2022-09-16 11:11:39.693143 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:39.693143 ; Installer      ; Information ; Installed WPF Controls version 9.17.4+5e508f08 [622 ms]
2022-09-16 11:11:39.693143 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Editor CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:11:39.836456 ; package        ; Debug       ; Decompressed bin/Release/EditorHelp.chm [137 ms]
2022-09-16 11:11:39.996816 ; package        ; Debug       ; Decompressed bin/Release/Editor.exe [160 ms]
2022-09-16 11:11:40.111173 ; package        ; Debug       ; Decompressed bin/Release/PackageManager.exe [114 ms]
2022-09-16 11:11:40.177529 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/Keysight.OpenTap.CommunityEditionPopup.exe [66.0 ms]
2022-09-16 11:11:40.189418 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/EULA.rtf [11.8 ms]
2022-09-16 11:11:40.251679 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/AvalonDock.4.60.0.0/AvalonDock.dll [61.8 ms]
2022-09-16 11:11:40.261553 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/package.xml [10.1 ms]
2022-09-16 11:11:40.262054 ; Plugin         ; Information ; Starting install step 'tap.exe communityeditionpopup'
2022-09-16 11:11:41.633675 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\SessionLogs\tap 2022-09-16 11-11-40.txt'. [17.0 ms]
2022-09-16 11:11:41.633675 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" communityeditionpopup --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release'.
2022-09-16 11:11:41.633675 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:11:41.633675 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:11:41.633675 ; AssemblyFinder ; Debug       ; Found 22/76 assembly files. [44.2 ms]
2022-09-16 11:11:41.633675 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:11:41.633675 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:11:41.633675 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:11:41.633675 ; Searcher       ; Debug       ; Ordered 20 assemblies according to references. [325 ms]
2022-09-16 11:11:41.799888 ; AssemblyData   ; Debug       ; Loaded OpenTap. [552 us]
2022-09-16 11:11:41.799888 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [17.8 ms]
2022-09-16 11:11:41.799888 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [13.2 ms]
2022-09-16 11:11:41.908411 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\SessionLogs\SessionLog 2022-09-16 11-11-40.txt'. [14.7 ms]
2022-09-16 11:11:41.908485 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.CommunityEditionPopup. [5.58 ms]
2022-09-16 11:11:42.006819 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [11.2 ms]
2022-09-16 11:11:42.007939 ; CLI            ; Debug       ; Executing CLI action: communityeditionpopup
2022-09-16 11:11:42.007939 ; CLI            ; Debug       ; CLI action returned exit code: 0 [2.12 ms]
2022-09-16 11:11:42.034280 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe communityeditionpopup'.  [1.77 s]
2022-09-16 11:11:42.034280 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:42.034280 ; Installer      ; Information ; Installed Editor CE version 9.17.4+5e508f08 [2.34 s]
2022-09-16 11:11:42.034280 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Results Viewer CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:11:42.213766 ; package        ; Debug       ; Decompressed bin/Release/ResultsViewer.exe [159 ms]
2022-09-16 11:11:42.366463 ; package        ; Debug       ; Decompressed bin/Release/RunExplorer.exe [152 ms]
2022-09-16 11:11:42.429974 ; package        ; Debug       ; Decompressed bin/Release/ResultsViewerHelp.chm [63.6 ms]
2022-09-16 11:11:42.484312 ; package        ; Debug       ; Decompressed bin/Release/RunExplorerHelp.chm [54.4 ms]
2022-09-16 11:11:42.584445 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/Keysight.OpenTap.CommunityEditionPopup.exe [99.9 ms]
2022-09-16 11:11:42.602795 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/EULA.rtf [18.3 ms]
2022-09-16 11:11:42.680095 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/OxyPlot.1.0.0.0/OxyPlot.dll [77.3 ms]
2022-09-16 11:11:42.718263 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/OxyPlot.Wpf.1.0.0.0/OxyPlot.Wpf.dll [37.9 ms]
2022-09-16 11:11:42.774040 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/DocX.1.0.0.22/DocX.dll [55.8 ms]
2022-09-16 11:11:42.819580 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/ReactiveUI.6.5.0.0/ReactiveUI.dll [45.4 ms]
2022-09-16 11:11:42.836832 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Interfaces.2.2.5.0/System.Reactive.Interfaces.dll [17.1 ms]
2022-09-16 11:11:42.863856 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Core.2.2.5.0/System.Reactive.Core.dll [27.0 ms]
2022-09-16 11:11:42.947344 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Linq.2.2.5.0/System.Reactive.Linq.dll [83.2 ms]
2022-09-16 11:11:42.969849 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Splat.1.6.2.0/Splat.dll [22.4 ms]
2022-09-16 11:11:42.988767 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Windows.Threading.2.2.5.0/System.Reactive.Windows.Threading.dll [19.0 ms]
2022-09-16 11:11:43.010121 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.PlatformServices.2.2.5.0/System.Reactive.PlatformServices.dll [21.9 ms]
2022-09-16 11:11:43.020040 ; package        ; Debug       ; Decompressed bin/Release/Packages/Results Viewer CE/package.xml [8.99 ms]
2022-09-16 11:11:43.020127 ; Plugin         ; Information ; Starting install step 'tap.exe communityeditionpopup'
2022-09-16 11:11:44.217887 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\SessionLogs\tap 2022-09-16 11-11-43.txt'. [9.77 ms]
2022-09-16 11:11:44.217887 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" communityeditionpopup --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release'.
2022-09-16 11:11:44.217887 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:11:44.217887 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:11:44.217887 ; AssemblyFinder ; Debug       ; Found 24/88 assembly files. [30.6 ms]
2022-09-16 11:11:44.217887 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:11:44.217887 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:11:44.217887 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:11:44.217887 ; Searcher       ; Debug       ; Ordered 22 assemblies according to references. [245 ms]
2022-09-16 11:11:44.217887 ; PluginManager  ; Debug       ; Found 17 plugin assemblies containing 264 plugin types. [359 ms]
2022-09-16 11:11:44.378426 ; AssemblyData   ; Debug       ; Loaded OpenTap. [443 us]
2022-09-16 11:11:44.378925 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [10.8 ms]
2022-09-16 11:11:44.378925 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [8.74 ms]
2022-09-16 11:11:44.484752 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Release\SessionLogs\SessionLog 2022-09-16 11-11-43.txt'. [27.6 ms]
2022-09-16 11:11:44.484752 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.CommunityEditionPopup. [15.9 ms]
2022-09-16 11:11:44.484752 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [5.92 ms]
2022-09-16 11:11:44.550668 ; CLI            ; Debug       ; Executing CLI action: communityeditionpopup
2022-09-16 11:11:44.550668 ; CLI            ; Debug       ; CLI action returned exit code: 0 [1.75 ms]
2022-09-16 11:11:44.570876 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe communityeditionpopup'.  [1.55 s]
2022-09-16 11:11:44.570876 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:44.570876 ; Installer      ; Information ; Installed Results Viewer CE version 9.17.4+5e508f08 [2.53 s]
2022-09-16 11:11:44.570876 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Developer's System CE.9.17.4+5e508f08.TapPackage
2022-09-16 11:11:44.589480 ; package        ; Debug       ; Decompressed bin/Release/Packages/Developer's System CE/package.xml [9.17 ms]
2022-09-16 11:11:44.590400 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:44.590898 ; Installer      ; Information ; Installed Developer's System CE version 9.17.4+5e508f08 [19.8 ms]
2022-09-16 11:11:45.265406 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\MSBuild.19280 2022-09-16 09-07-11.txt'. [19.7 ms]
2022-09-16 11:11:45.271272 ; Session        ; Debug       ; Running '"C:\Program Files (x86)\Microsoft Visual Studio\2019\Professional\MSBuild\Current\Bin\MSBuild.exe" "C:\Users\Jacky.Kuo\AppData\Local\Temp\Xucacod.proj"' in 'D:\MPI Project\Test\MyOpenTap\MyPluginVision'.
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; Modifying installation in bin\Release\:
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Skipping OpenTAP version 9.18.5+0328e9b4 (x64-Windows) - Already installed.
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Skipping PathWave License Manager version 2.5.0 (x64-Windows) - Already installed.
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing CSV version 9.11.0+98498e58
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing Developer's System CE version 9.17.4+5e508f08
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing Editor CE version 9.17.4+5e508f08
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing Keysight Licensing version 1.1.1+7a2a1fe3
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing OSIntegration version 1.4.2+15f32a31
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing Results Viewer CE version 9.17.4+5e508f08
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing SDK version 9.17.4+ea67c63a
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing SQLite and PostgreSQL version 9.4.2+3009aace
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing Visual Studio SDK CE version 1.2.6+ef0ad804
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; - Installing WPF Controls version 9.17.4+5e508f08
2022-09-16 11:11:49.629598 ; OpenTAP        ; Information ; Package CSV exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\CSV.9.11.0+98498e58.Windows,Linux.TapPackage
2022-09-16 11:11:49.630098 ; OpenTAP        ; Information ; Package Keysight Licensing exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Keysight Licensing.1.1.1+7a2a1fe3.x64.TapPackage
2022-09-16 11:11:49.630098 ; OpenTAP        ; Information ; Package OSIntegration exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\OSIntegration.1.4.2+15f32a31.TapPackage
