2022-09-15 17:59:56.393763 ; Settings       ; Debug       ; GuiControlsSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\GUI Controls.xml [226 ms]
2022-09-15 18:00:52.031708 ; TestPlan       ; Information ; "ChuckMoveSeparation \ Scope Follow" completed. [218 ms]
2022-09-15 18:00:52.032760 ; TestPlan       ; Information ; "ChuckMoveSeparation" completed. [1.00 s]
2022-09-15 18:00:52.032760 ; TestPlan       ; Information ; "ChuckMoveContact" started.
2022-09-15 18:00:52.033271 ; TestStep       ; Information ; Go To Contact
2022-09-15 18:00:52.402293 ; MyINST         ; Debug       ; SCPI >> move_chuck_contact [369 ms]
2022-09-15 18:00:52.402293 ; MyINST         ; Debug       ; SCPI << 0,0,4000.0
2022-09-15 18:00:52.402293 ; TestStep       ; Information ; 0,0,4000.0
2022-09-15 18:00:52.402293 ; TestPlan       ; Information ; "ChuckMoveContact" completed. [369 ms]
2022-09-15 18:00:52.402293 ; TestPlan       ; Information ; "Check in range" started.
2022-09-15 18:00:52.402293 ; TestPlan       ; Information ; "Check in range" completed with verdict 'Pass'. [50.9 us]
2022-09-15 18:00:52.402293 ; TestPlan       ; Debug       ; Test step runs finished. [1.37 s]
2022-09-15 18:00:52.402293 ; Summary        ; Information ; -------- Summary of test plan started 09/15/2022 18:00:50 --------
2022-09-15 18:00:52.402293 ; Summary        ; Information ;  GetIDN                                             1.34 ms         
2022-09-15 18:00:52.402293 ; Summary        ; Information ;  ChuckMoveSeparation                                1.00 s          
2022-09-15 18:00:52.402293 ; Summary        ; Information ;    ChuckMoveXY                                       280 ms         
2022-09-15 18:00:52.402293 ; Summary        ; Information ;    Scope Follow                                      218 ms         
2022-09-15 18:00:52.402293 ; Summary        ; Information ;  ChuckMoveContact                                    369 ms         
2022-09-15 18:00:52.402293 ; Summary        ; Information ;  Check in range                                     50.9 us  Pass   
2022-09-15 18:00:52.402293 ; Summary        ; Information ; ------------------------------------------------------------------
2022-09-15 18:00:52.402293 ; Summary        ; Information ; ----------- Test plan completed successfully in 1.40 s -----------
2022-09-15 18:00:52.405539 ; MyRes          ; Debug       ; OnTestPlanRunCompleted for MyRes. [1.88 ms]
2022-09-15 18:00:52.411463 ; MyRes          ; Information ; Resource "MyRes" closed. [104 us]
2022-09-15 18:00:52.418602 ; MyINST         ; Information ; Resource "MyINST (TCPIP0::127.0.0.1::35555::SOCKET)" closed. [7.21 ms]
2022-09-15 18:01:12.891080 ; Main           ; Information ; Saved test plan to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\First.TapPlan [10.5 ms]
2022-09-15 18:01:15.175794 ; Settings       ; Debug       ; Saved GuiControlsSettings to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\GUI Controls.xml [13.8 ms]
2022-09-15 18:01:15.189195 ; Settings       ; Debug       ; Saved PanelSettings to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\GUI Panels.xml [5.72 ms]
2022-09-15 18:01:15.195601 ; Settings       ; Debug       ; Saved EditorSettings to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Editor.xml [5.83 ms]
