2022-09-15 17:37:09.695163 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2022-09-15 17:38:40.890499 ; TestPlan       ; Debug       ;     at Void g()
2022-09-15 17:38:40.890499 ; TestPlan       ; Debug       ;     at Void Process()
2022-09-15 17:38:40.890499 ; TestPlan       ; Debug       ;     at Void processQueue()
2022-09-15 17:38:40.890499 ; TestPlan       ; Debug       ;     ...
2022-09-15 17:38:48.857500 ; Settings       ; Debug       ; Saved GuiControlsSettings to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\GUI Controls.xml [29.3 ms]
2022-09-15 17:38:48.883180 ; Settings       ; Debug       ; Saved PanelSettings to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\GUI Panels.xml [12.0 ms]
2022-09-15 17:38:48.889184 ; Settings       ; Debug       ; Saved EditorSettings to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Editor.xml [6.03 ms]
2022-09-15 17:39:05.114686 ; TestPlan       ; Information ; -----------------------------------------------------------------
2022-09-15 17:39:05.114686 ; TestPlan       ; Information ; Starting TestPlan 'First' on 09/15/2022 17:39:05, 3 of 6 TestSteps enabled.
2022-09-15 17:39:05.116432 ; MyINST         ; Debug       ; Connecting to 'TCPIP0::127.0.0.1::35555::SOCKET'
2022-09-15 17:39:17.659231 ; TestPlan       ; Debug       ; Saved Test Plan XML [12.5 s]
2022-09-15 17:39:17.664504 ; TestPlan       ; Error       ; Error in OnTestPlanRunStart for 'MyRes': 'Error while opening resource "MyINST (TCPIP0::127.0.0.1::35555::SOCKET)"'
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ; ExceptionCustomStackTrace: Error while opening resource "MyINST (TCPIP0::127.0.0.1::35555::SOCKET)"
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;   Inner IOException: Cannot connect to instrument on address 'TCPIP0::127.0.0.1::35555::SOCKET'.
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;     at OpenTap.ScpiInstrument.Open()
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;     at MyOpenTapShare.MyInstrument1.Open() in D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\MyInstrument1.cs:line 42
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;     at System.Threading.Tasks.Task.Execute()
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;     --- End of stack trace from previous location where exception was thrown ---
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;     at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;     at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;     at OpenTap.ResourceTaskManager.<OpenResource>d__10.MoveNext()
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;   Inner Exception: IO is already open
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;     at OpenTap.ScpiIO.Open(String visaAddress, Boolean exclusiveLock)
2022-09-15 17:39:17.664504 ; TestPlan       ; Debug       ;     at OpenTap.ScpiInstrument.Open()
2022-09-15 17:39:17.665004 ; TestPlan       ; Debug       ; Exception caught at:
2022-09-15 17:39:17.665004 ; TestPlan       ; Debug       ;     at Void <ScheduleInResultProcessingThread>b__0(T)
2022-09-15 17:39:17.665004 ; TestPlan       ; Debug       ;     at Void WorkerFunction()
2022-09-15 17:39:17.665004 ; TestPlan       ; Debug       ;     at Void Process()
2022-09-15 17:39:17.665004 ; TestPlan       ; Debug       ;     at Void processQueue()
2022-09-15 17:39:17.665004 ; TestPlan       ; Debug       ;     ...
2022-09-15 17:39:17.690028 ; TestPlan       ; Error       ; Failed to open resource (One or more errors occurred.)
2022-09-15 17:39:17.690028 ; TestPlan       ; Debug       ; AggregateException: One or more errors occurred.
2022-09-15 17:39:17.690665 ; TestPlan       ; Debug       ;     at System.Threading.Tasks.Task.WaitAll(Task[] tasks, Int32 millisecondsTimeout, CancellationToken cancellationToken)
2022-09-15 17:39:17.690665 ; TestPlan       ; Debug       ;     at OpenTap.ResourceTaskManager.WaitUntilResourcesOpened(CancellationToken cancellationToken, IResource[] targets)
2022-09-15 17:39:17.690665 ; TestPlan       ; Debug       ;     --- End of stack trace from previous location where exception was thrown ---
2022-09-15 17:39:17.690665 ; TestPlan       ; Debug       ;     at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
2022-09-15 17:39:17.690665 ; TestPlan       ; Debug       ;     at OpenTap.ExceptionExtensions.RethrowInner(Exception ex)
2022-09-15 17:39:17.690665 ; TestPlan       ; Debug       ;     at OpenTap.ResourceTaskManager.WaitUntilResourcesOpened(CancellationToken cancellationToken, IResource[] targets)
2022-09-15 17:39:17.690665 ; TestPlan       ; Debug       ;     at OpenTap.ResourceTaskManager.WaitUntilAllResourcesOpened(CancellationToken cancellationToken)
2022-09-15 17:39:17.690665 ; TestPlan       ; Debug       ;     at OpenTap.TestPlan.finishTestPlanRun(TestPlanRun run, Stopwatch testPlanTimer, failState runWentOk, TraceListener Logger, HybridStream logStream)
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;   Inner ExceptionCustomStackTrace: Error while opening resource "MyINST (TCPIP0::127.0.0.1::35555::SOCKET)"
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;   Inner IOException: Cannot connect to instrument on address 'TCPIP0::127.0.0.1::35555::SOCKET'.
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.ScpiInstrument.Open()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at MyOpenTapShare.MyInstrument1.Open() in D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\MyInstrument1.cs:line 42
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at System.Threading.Tasks.Task.Execute()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     --- End of stack trace from previous location where exception was thrown ---
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.ResourceTaskManager.<OpenResource>d__10.MoveNext()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;   Inner Exception: IO is already open
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.ScpiIO.Open(String visaAddress, Boolean exclusiveLock)
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.ScpiInstrument.Open()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;   Inner ExceptionCustomStackTrace: Error while opening resource "MyINST (TCPIP0::127.0.0.1::35555::SOCKET)"
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;   Inner IOException: Cannot connect to instrument on address 'TCPIP0::127.0.0.1::35555::SOCKET'.
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.ScpiInstrument.Open()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at MyOpenTapShare.MyInstrument1.Open() in D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\MyInstrument1.cs:line 42
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at System.Threading.Tasks.Task.Execute()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     --- End of stack trace from previous location where exception was thrown ---
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.ResourceTaskManager.<OpenResource>d__10.MoveNext()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;   Inner Exception: IO is already open
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.ScpiIO.Open(String visaAddress, Boolean exclusiveLock)
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.ScpiInstrument.Open()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ; Exception caught at:
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.TestPlanRun DoExecute(System.Collections.Generic.IEnumerable`1[OpenTap.IResultListener], System.Collections.Generic.IEnumerable`1[OpenTap.ResultParameter], System.Collections.Generic.HashSet`1[OpenTap.ITestStep])
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at OpenTap.TestPlanRun executeInContext(System.Collections.Generic.IEnumerable`1[OpenTap.IResultListener], System.Collections.Generic.IEnumerable`1[OpenTap.ResultParameter], System.Collections.Generic.HashSet`1[OpenTap.ITestStep])
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at Void g()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     at Void Process()
2022-09-15 17:39:17.692135 ; TestPlan       ; Debug       ;     ...
2022-09-15 17:39:17.692135 ; Summary        ; Information ; ------ Summary of test plan started 09/15/2022 17:39:05 ------
2022-09-15 17:39:17.692135 ; Summary        ; Information ; --------------------------------------------------------------
2022-09-15 17:39:17.692135 ; Summary        ; Information ; ------ Test plan completed with verdict Error in 12.6 s ------
2022-09-15 17:39:17.694511 ; MyRes          ; Warning     ; Run Completed was not called for 'MyRes' as it failed to open.
2022-09-15 17:39:17.705520 ; MyRes          ; Information ; Resource "MyRes" closed. [749 us]
2022-09-15 17:39:17.710286 ; MyINST         ; Information ; Resource "MyINST (TCPIP0::127.0.0.1::35555::SOCKET)" closed. [4.61 ms]
2022-09-15 17:39:28.331582 ; Main           ; Information ; Saved test plan to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\First.TapPlan [11.0 ms]
2022-09-15 17:39:29.797631 ; Settings       ; Debug       ; Saved GuiControlsSettings to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\GUI Controls.xml [13.9 ms]
2022-09-15 17:39:29.804272 ; Settings       ; Debug       ; Saved PanelSettings to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\GUI Panels.xml [5.08 ms]
2022-09-15 17:39:29.814149 ; Settings       ; Debug       ; Saved EditorSettings to D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Editor.xml [10.1 ms]
