2022-09-16 11:11:31.703457 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\SessionLogs\MSBuild.9848 2022-09-16 11-11-27.txt'. [13.7 ms]
2022-09-16 11:11:41.850290 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/ReadOnlyListExample.cs [11.1 ms]
2022-09-16 11:11:41.856149 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/RuleValidation.cs [5.56 ms]
2022-09-16 11:11:41.866586 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/PluginDevelopment.Gui.csproj [10.3 ms]
2022-09-16 11:11:41.871800 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/AssemblyInfo.cs [5.62 ms]
2022-09-16 11:11:41.881383 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/launchSettings.json [9.33 ms]
2022-09-16 11:11:41.889394 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/CustomControlProvider.cs [7.88 ms]
2022-09-16 11:11:41.901342 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/DockablePanel.cs [11.6 ms]
2022-09-16 11:11:41.914900 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/ResultXYChartExample.cs [13.6 ms]
2022-09-16 11:11:41.925338 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/ToolsMenu.cs [10.3 ms]
2022-09-16 11:11:41.931889 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/SomeInstrument.png [6.57 ms]
2022-09-16 11:11:41.953157 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/BuildTestPlan.Api.csproj [21.0 ms]
2022-09-16 11:11:41.962663 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Program.cs [9.77 ms]
2022-09-16 11:11:41.969783 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Properties/AssemblyInfo.cs [6.72 ms]
2022-09-16 11:11:41.979722 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Program.cs [10.1 ms]
2022-09-16 11:11:41.985432 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/RunTestPlan.Api.csproj [5.74 ms]
2022-09-16 11:11:41.995650 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Properties/AssemblyInfo.cs [9.96 ms]
2022-09-16 11:11:42.048147 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Build.Utilities.Core.15.1.0.0/Microsoft.Build.Utilities.Core.dll [52.7 ms]
2022-09-16 11:11:42.084591 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Build.Framework.15.1.0.0/Microsoft.Build.Framework.dll [36.1 ms]
2022-09-16 11:11:42.266862 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Build.15.1.0.0/Microsoft.Build.dll [181 ms]
2022-09-16 11:11:42.387982 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Text.Encoding.CodePages.4.0.2.0/System.Text.Encoding.CodePages.dll [120 ms]
2022-09-16 11:11:42.428975 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.IO.Compression.4.2.0.0/System.IO.Compression.dll [41.0 ms]
2022-09-16 11:11:42.462811 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Resources.ResourceManager.4.0.1.0/System.Resources.ResourceManager.dll [33.4 ms]
2022-09-16 11:11:42.491559 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Text.Encoding.4.0.11.0/System.Text.Encoding.dll [29.0 ms]
2022-09-16 11:11:42.541071 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Threading.4.0.11.0/System.Threading.dll [49.3 ms]
2022-09-16 11:11:42.564690 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.InteropServices.4.1.2.0/System.Runtime.InteropServices.dll [24.1 ms]
2022-09-16 11:11:42.603295 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reflection.4.1.2.0/System.Reflection.dll [37.6 ms]
2022-09-16 11:11:42.627406 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.Handles.4.0.1.0/System.Runtime.Handles.dll [24.0 ms]
2022-09-16 11:11:42.649974 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Globalization.4.0.11.0/System.Globalization.dll [22.1 ms]
2022-09-16 11:11:42.668124 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/package.xml [18.2 ms]
2022-09-16 11:11:42.671472 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:42.671472 ; Installer      ; Information ; Installed SDK version 9.17.4+ea67c63a [1.95 s]
2022-09-16 11:11:42.671472 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\SQLite and PostgreSQL.9.4.2+3009aace.TapPackage
2022-09-16 11:11:42.717262 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll [34.6 ms]
2022-09-16 11:11:42.754355 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SQLite.dll [37.2 ms]
2022-09-16 11:11:42.786678 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll [32.3 ms]
2022-09-16 11:11:42.894329 ; package        ; Debug       ; Decompressed bin/Release/x86/SQLite.Interop.dll [107 ms]
2022-09-16 11:11:42.999193 ; package        ; Debug       ; Decompressed bin/Release/x64/SQLite.Interop.dll [104 ms]
2022-09-16 11:11:43.053290 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Data.SQLite.1.0.109.0/System.Data.SQLite.dll [54.2 ms]
2022-09-16 11:11:43.149846 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Npgsql.4.0.4.0/Npgsql.dll [96.5 ms]
2022-09-16 11:11:43.189994 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Threading.Tasks.Extensions.4.2.0.0/System.Threading.Tasks.Extensions.dll [39.8 ms]
2022-09-16 11:11:43.223292 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.CompilerServices.Unsafe.4.0.4.0/System.Runtime.CompilerServices.Unsafe.dll [32.9 ms]
2022-09-16 11:11:43.245765 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.4.1.2.0/System.Runtime.dll [22.5 ms]
2022-09-16 11:11:43.253273 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/package.xml [7.53 ms]
2022-09-16 11:11:43.253774 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:43.253774 ; Installer      ; Information ; Installed SQLite and PostgreSQL version 9.4.2+3009aace [581 ms]
2022-09-16 11:11:43.253774 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Visual Studio SDK CE.1.2.6+ef0ad804.TapPackage
2022-09-16 11:11:43.300792 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/OpenTap.VSSdk.Debugger.dll [31.0 ms]
2022-09-16 11:11:43.350689 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/Install/OpenTap.VSSdk.vsix [49.9 ms]
2022-09-16 11:11:43.372453 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/Install/OpenTap.VSSdk.Installer.dll [21.7 ms]
2022-09-16 11:11:43.418202 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/EnvDTE.8.0.0.0/EnvDTE.dll [45.6 ms]
2022-09-16 11:11:43.444835 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.ValueTuple.4.0.2.0/System.ValueTuple.dll [26.4 ms]
2022-09-16 11:11:43.463426 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/stdole.7.0.3300.0/stdole.dll [18.7 ms]
2022-09-16 11:11:43.472110 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/package.xml [8.84 ms]
2022-09-16 11:11:43.472610 ; Plugin         ; Information ; Starting install step 'tap.exe sdk vs-integration --install'
2022-09-16 11:11:44.657376 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\SessionLogs\tap 2022-09-16 11-11-43.txt'. [10.7 ms]
2022-09-16 11:11:44.658406 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" sdk vs-integration --install --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release'.
2022-09-16 11:11:44.658406 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:11:44.658406 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:11:44.658406 ; AssemblyFinder ; Debug       ; Found 18/67 assembly files. [33.9 ms]
2022-09-16 11:11:44.658406 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:11:44.658406 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:11:44.658406 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:11:44.833495 ; AssemblyData   ; Debug       ; Loaded OpenTap. [680 us]
2022-09-16 11:11:44.833495 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [11.5 ms]
2022-09-16 11:11:44.947455 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\SessionLogs\SessionLog 2022-09-16 11-11-43.txt'. [57.6 ms]
2022-09-16 11:11:44.947455 ; AssemblyData   ; Debug       ; Loaded OpenTap.VSSdk.Installer. [14.6 ms]
2022-09-16 11:11:45.077393 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [5.97 ms]
2022-09-16 11:11:45.086956 ; AssemblyData   ; Debug       ; Loaded mscorlib. [800 ns]
2022-09-16 11:11:45.086956 ; CLI            ; Debug       ; Executing CLI action: sdk \ vs-integration
2022-09-16 11:11:45.086956 ; CLI            ; Debug       ; CLI action returned exit code: 0 [1.29 ms]
2022-09-16 11:11:45.241037 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe sdk vs-integration --install'.  [1.76 s]
2022-09-16 11:11:45.241037 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:45.241037 ; Installer      ; Information ; Installed Visual Studio SDK CE version 1.2.6+ef0ad804 [1.98 s]
2022-09-16 11:11:45.241037 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\WPF Controls.9.17.4+5e508f08.TapPackage
2022-09-16 11:11:45.413972 ; package        ; Debug       ; Decompressed bin/Release/Packages/WPF Controls/Keysight.OpenTap.Wpf.dll [159 ms]
2022-09-16 11:11:45.595644 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Ccl.Wsl.4.0.1.9/Keysight.Ccl.Wsl.dll [181 ms]
2022-09-16 11:11:45.628847 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/EnvDTE.8.0.0.0/EnvDTE.dll [33.3 ms]
2022-09-16 11:11:45.703667 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/MahApps.Metro.1.3.0.0/MahApps.Metro.dll [75.1 ms]
2022-09-16 11:11:45.727125 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Windows.Interactivity.4.5.0.0/System.Windows.Interactivity.dll [23.1 ms]
2022-09-16 11:11:45.757822 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Expression.Interactions.4.5.0.0/Microsoft.Expression.Interactions.dll [30.6 ms]
2022-09-16 11:11:45.777948 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/stdole.7.0.3300.0/stdole.dll [19.8 ms]
2022-09-16 11:11:45.791728 ; package        ; Debug       ; Decompressed bin/Release/Packages/WPF Controls/package.xml [13.8 ms]
2022-09-16 11:11:45.792723 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:45.792723 ; Installer      ; Information ; Installed WPF Controls version 9.17.4+5e508f08 [551 ms]
2022-09-16 11:11:45.792723 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Editor CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:11:45.975332 ; package        ; Debug       ; Decompressed bin/Release/EditorHelp.chm [175 ms]
2022-09-16 11:11:46.169482 ; package        ; Debug       ; Decompressed bin/Release/Editor.exe [194 ms]
2022-09-16 11:11:46.303307 ; package        ; Debug       ; Decompressed bin/Release/PackageManager.exe [133 ms]
2022-09-16 11:11:46.365348 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/Keysight.OpenTap.CommunityEditionPopup.exe [62.1 ms]
2022-09-16 11:11:46.381379 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/EULA.rtf [15.9 ms]
2022-09-16 11:11:46.448276 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/AvalonDock.4.60.0.0/AvalonDock.dll [66.8 ms]
2022-09-16 11:11:46.458987 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/package.xml [10.7 ms]
2022-09-16 11:11:46.459487 ; Plugin         ; Information ; Starting install step 'tap.exe communityeditionpopup'
2022-09-16 11:11:47.479636 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\SessionLogs\tap 2022-09-16 11-11-46.txt'. [13.9 ms]
2022-09-16 11:11:47.479776 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" communityeditionpopup --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release'.
2022-09-16 11:11:47.479776 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:11:47.479776 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:11:47.479776 ; AssemblyFinder ; Debug       ; Found 22/76 assembly files. [20.6 ms]
2022-09-16 11:11:47.479776 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:11:47.479776 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:11:47.479776 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:11:47.479776 ; Searcher       ; Debug       ; Ordered 20 assemblies according to references. [210 ms]
2022-09-16 11:11:47.630602 ; AssemblyData   ; Debug       ; Loaded OpenTap. [380 us]
2022-09-16 11:11:47.630602 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [13.1 ms]
2022-09-16 11:11:47.630602 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [10.3 ms]
2022-09-16 11:11:47.741306 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\SessionLogs\SessionLog 2022-09-16 11-11-46.txt'. [20.0 ms]
2022-09-16 11:11:47.741808 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.CommunityEditionPopup. [11.3 ms]
2022-09-16 11:11:47.741808 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [12.6 ms]
2022-09-16 11:11:47.754196 ; CLI            ; Debug       ; Executing CLI action: communityeditionpopup
2022-09-16 11:11:47.754196 ; CLI            ; Debug       ; CLI action returned exit code: 0 [1.76 ms]
2022-09-16 11:11:47.777783 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe communityeditionpopup'.  [1.31 s]
2022-09-16 11:11:47.777783 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:47.777783 ; Installer      ; Information ; Installed Editor CE version 9.17.4+5e508f08 [1.98 s]
2022-09-16 11:11:47.777783 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Results Viewer CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:11:47.918239 ; package        ; Debug       ; Decompressed bin/Release/ResultsViewer.exe [125 ms]
2022-09-16 11:11:48.033500 ; package        ; Debug       ; Decompressed bin/Release/RunExplorer.exe [115 ms]
2022-09-16 11:11:48.069844 ; package        ; Debug       ; Decompressed bin/Release/ResultsViewerHelp.chm [36.3 ms]
2022-09-16 11:11:48.120385 ; package        ; Debug       ; Decompressed bin/Release/RunExplorerHelp.chm [50.5 ms]
2022-09-16 11:11:48.219443 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/Keysight.OpenTap.CommunityEditionPopup.exe [98.9 ms]
2022-09-16 11:11:48.249774 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/EULA.rtf [30.0 ms]
2022-09-16 11:11:48.378370 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/OxyPlot.1.0.0.0/OxyPlot.dll [128 ms]
2022-09-16 11:11:48.422608 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/OxyPlot.Wpf.1.0.0.0/OxyPlot.Wpf.dll [44.3 ms]
2022-09-16 11:11:48.482191 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/DocX.1.0.0.22/DocX.dll [59.2 ms]
2022-09-16 11:11:48.551271 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/ReactiveUI.6.5.0.0/ReactiveUI.dll [69.3 ms]
2022-09-16 11:11:48.572341 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Interfaces.2.2.5.0/System.Reactive.Interfaces.dll [20.7 ms]
2022-09-16 11:11:48.613024 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Core.2.2.5.0/System.Reactive.Core.dll [40.8 ms]
2022-09-16 11:11:48.700975 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Linq.2.2.5.0/System.Reactive.Linq.dll [87.9 ms]
2022-09-16 11:11:48.728196 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Splat.1.6.2.0/Splat.dll [27.1 ms]
2022-09-16 11:11:48.745950 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Windows.Threading.2.2.5.0/System.Reactive.Windows.Threading.dll [17.3 ms]
2022-09-16 11:11:48.763966 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.PlatformServices.2.2.5.0/System.Reactive.PlatformServices.dll [18.1 ms]
2022-09-16 11:11:48.779776 ; package        ; Debug       ; Decompressed bin/Release/Packages/Results Viewer CE/package.xml [15.9 ms]
2022-09-16 11:11:48.780319 ; Plugin         ; Information ; Starting install step 'tap.exe communityeditionpopup'
2022-09-16 11:11:50.271278 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\SessionLogs\tap 2022-09-16 11-11-48.txt'. [15.3 ms]
2022-09-16 11:11:50.271278 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" communityeditionpopup --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release'.
2022-09-16 11:11:50.271278 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:11:50.271278 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:11:50.271278 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:11:50.271278 ; AssemblyFinder ; Debug       ; Found 24/88 assembly files. [40.1 ms]
2022-09-16 11:11:50.271777 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:11:50.271777 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:11:50.271777 ; Searcher       ; Debug       ; Ordered 22 assemblies according to references. [563 ms]
2022-09-16 11:11:50.373485 ; AssemblyData   ; Debug       ; Loaded OpenTap. [572 us]
2022-09-16 11:11:50.373485 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [6.84 ms]
2022-09-16 11:11:50.616254 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [15.2 ms]
2022-09-16 11:11:50.616254 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\SessionLogs\SessionLog 2022-09-16 11-11-48.txt'. [41.0 ms]
2022-09-16 11:11:50.729626 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.CommunityEditionPopup. [30.3 ms]
2022-09-16 11:11:50.729626 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [10.9 ms]
2022-09-16 11:11:50.844474 ; CLI            ; Debug       ; Executing CLI action: communityeditionpopup
2022-09-16 11:11:50.844974 ; CLI            ; Debug       ; CLI action returned exit code: 0 [6.63 ms]
2022-09-16 11:11:50.930990 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe communityeditionpopup'.  [2.15 s]
2022-09-16 11:11:50.931490 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:50.931490 ; Installer      ; Information ; Installed Results Viewer CE version 9.17.4+5e508f08 [3.15 s]
2022-09-16 11:11:50.931490 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Developer's System CE.9.17.4+5e508f08.TapPackage
2022-09-16 11:11:50.985248 ; package        ; Debug       ; Decompressed bin/Release/Packages/Developer's System CE/package.xml [22.5 ms]
2022-09-16 11:11:50.985808 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:50.985808 ; Installer      ; Information ; Installed Developer's System CE version 9.17.4+5e508f08 [54.1 ms]
